Year,Visit,Site,Microsite,Rep,Size,ending.weight,,,,
2023,Summer,Sheephole,shrub,8,large,disturbed,,,,
2023,Summer,Sheephole,open,8,large,disturbed,,,,
2023,Summer,Sheephole,shrub,11,small,0.6,,,,
2023,Summer,Sheephole,open,11,small,disturbed,,,,
2023,Summer,Sheephole,shrub,12,med,disturbed,,,,
2023,Summer,Sheephole,open,12,med,disturbed,,,,
2023,Summer,Sheephole,shrub,13,large,disturbed,,,,
2023,Summer,Sheephole,open,13,large,0,,,,
2023,Summer,Sheephole,shrub,16,small,1.8,,,,
2023,Summer,Sheephole,open,16,small,disturbed,,,,
2023,Summer,Sheephole,shrub,17,med,1.7,,,,
2023,Summer,Sheephole,open,17,large,1.8,,,,
2023,Summer,Sheephole,shrub,18,large,disturbed,,,,
2023,Summer,Sheephole,open,18,large,disturbed,,,,
2023,Summer,Sheephole,shrub,21,small,disturbed,,,,
2023,Summer,Sheephole,open,21,small,disturbed,,,,
2023,Summer,Sheephole,shrub,22,med,disturbed,,,,
2023,Summer,Sheephole,open,22,med,disturbed,,,,
2023,Summer,Sheephole,shrub,23,large,disturbed,,,,
2023,Summer,Sheephole,open,23,large,disturbed,,,,
2023,Summer,Sheephole,shrub,26,small,disturbed,,,,
2023,Summer,Sheephole,open,26,small,disturbed,,,,
2023,Summer,Sheephole,shrub,27,med,disturbed,,,,
2023,Summer,Sheephole,open,27,med,disturbed,,,,
2023,Summer,Sheephole,shrub,28,large,disturbed,,,,
2023,Summer,Sheephole,open,28,large,disturbed,,,,
2023,Summer,Sheephole,shrub,31,small,disturbed,,,,
2023,Summer,Sheephole,open,31,small,disturbed,,,,
2023,Summer,Sheephole,shrub,32,med,disturbed,,,,
2023,Summer,Sheephole,open,32,med,disturbed,,,,
2023,Summer,Sheephole,shrub,33,large,1.9,,,,
2023,Summer,Sheephole,open,33,med,0.9,,,,
2023,Summer,Sheephole,shrub,36,small,disturbed,,,,
2023,Summer,Sheephole,open,36,small,disturbed,,,,
2023,Summer,Sheephole,shrub,37,med,disturbed,,,,
2023,Summer,Sheephole,open,37,med,disturbed,,,,
2023,Summer,Sheephole,shrub,38,large,disturbed,,,,
2023,Summer,Sheephole,open,38,large,disturbed,,,,
